Universidad,Tipo Titulación,Facultad,Titulación,Título,Autor,Año,URL,Archivo Abstract,Palabras Clave,Idioma Abstract
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Investigación e Innovación en Tecnologías de la Información y las Comunicaciones,Incorporación de atributos faciales a sistemas de reconocimiento facial,"Blázquez Cortés, Marta",2019,https://repositorio.uam.es/handle/10486/687091,abstracts_uam_TFM\Incorporaci_n_de_atributos_fac_2019_67590931.txt,Reconocimiento Facial; Reconocimiento Biométrico; Redes Neuronales Convolucionales,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingeniería de Telecomunicación,Caracterización de la red combinadora/comparadora de diagramas de radiación de un sistema de seguimiento radar,"Bernedo Sádaba, Sergio",2019,https://repositorio.uam.es/handle/10486/686977,abstracts_uam_TFM\Caracterizaci_n_de_la_red_comb_2019_44684737.txt,Radar; 3D; SPADERadar,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Investigación e Innovación en las TICs,Hybrid experimental and model approaches for the caracterization of Lymnaea stagnalis neural activity. Part. I: Experimental and theoretical characterisation of CPG activity in Lymnaea stagnalis,Garrido Peña,2019,https://repositorio.uam.es/handle/10486/689810,abstracts_uam_TFM\Hybrid_experimental_and_model__2019_78689471.txt,CPG; Lymnaea Stagnalis; model,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingeniería de Telecomunicación,"Optimización, diseño y desarrollo hardware de un potenciostato para la adquisición de señales electroquímicas","Anaya Aranda, Jacinto",2019,https://repositorio.uam.es/handle/10486/688824,abstracts_uam_TFM\Optimizaci_n__dise_o_y_desarro_2019_77230873.txt,Sensor; potenciostato; analógico,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,"Máster Universitario en Investigación e Innovación en Tecnologías de la Información y las Comunicaciones",Modelos de aprendizaje automático en la predicción de viento a corto plazo,"Cortés Alonso, María",2020,https://repositorio.uam.es/handle/10486/692577,abstracts_uam_TFM\Modelos_de_aprendizaje_autom_t_2020_80495748.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería de Telecomunicaciones,Procesado avanzado de señales multicanal procedentes de sensores industriales,"Gámiz Pérez, Sara",2018,https://repositorio.uam.es/handle/10486/682453,abstracts_uam_TFM\Procesado_avanzado_de_se_ales__2018_4705687.txt,Redes neuronales; Filtro de Wiener; Combinación multicanal; Señales industriales,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo fin de máster en Ingeniería informática,Plataforma de recomendación de espacios públicos y privados basada en ratings,"Escudero del Olmo, Noemi",2018,https://repositorio.uam.es/handle/10486/682661,abstracts_uam_TFM\Plataforma_de_recomendaci_n_de_2018_28842603.txt,Smartphone; Backend; Python; Android,spa
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias,"Trabajo fin de Máster en ""Electroquímica. Ciencia y Tecnología""",Síntesis y estudio de las propiedades de nanocristales de CdSe sometidos a procesos electroquímicos,"Conde López, Julio José",2014,https://repositorio.uam.es/handle/10486/686243,abstracts_uam_TFM\S_ntesis_y_estudio_de_las_prop_2014_99314918.txt,Nanocristales; Propiedades físico-químicas; CdSe; Fotoluminiscencia,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Investigación e Innovación en  Tecnologías de la Información y de las Comunicaciones,Implementación y evaluación de un sistema QbE-STD (Query-by-Example Spoken Term Detection),"Cabello Aguilar, María",2018,https://repositorio.uam.es/handle/10486/685403,abstracts_uam_TFM\Implementaci_n_y_evaluaci_n_de_2018_78643246.txt,Query-by-example spoken term detection; Búsqueda de términos hablados; Posteriorgramas fonéticos,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,No disponible,Evaluación de métodos automáticos para determinar el umbral óptimo de algoritmos aglomerativos de agrupamiento jerárquico,"Núñez Salgado, Alfonso",2018,https://repositorio.uam.es/handle/10486/685416,abstracts_uam_TFM\Evaluaci_n_de_m_todos_autom_ti_2018_50274311.txt,Clasificación estructural de proteínas; Algoritmos aglomerativos de agrupamiento jerárquicos,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Matemáticas y Aplicaciones y Máster Universitario en Investigación e Innovación en Tecnologías de la Información y las Comunicaciones,Modelling Multivariate Dependencies with Semiparametric Archimedean Copulas,"Fernández Serrano, Javier",2016,https://repositorio.uam.es/handle/10486/676101,abstracts_uam_TFM\Modelling_Multivariate_Depende_2016_47174597.txt,,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Investigación e Innovación en Tecnologías de la Información  y las Comunicaciones,Virtualización mediante tecnología SR-IOV de tarjetas de red de altas prestaciones basadas en lógica programable,"Zazo Rollón, José Fernándo",2015,https://repositorio.uam.es/handle/10486/669440,abstracts_uam_TFM\Virtualizaci_n_mediante_tecnol_2015_54686031.txt,Redes eléctricas; Circuitos lógicos,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería Informática,Propuesta de sistema de inteligencia ambiental para el control de climatización,"Martínez Palazón, Juan",2016,https://repositorio.uam.es/handle/10486/676230,abstracts_uam_TFM\Propuesta_de_sistema_de_inteli_2016_60110735.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingeniería Informática y Máster en Investigación e Innovación en Tecnologías de la Información y las Comunicaciones,Plataforma para la lucha contra la pornografía infantil,"Navarro Criado, Carlos",2016,https://repositorio.uam.es/handle/10486/676228,abstracts_uam_TFM\Plataforma_para_la_lucha_contr_2016_78069785.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería Informática,Desarrollo de un sistema de almacenamiento y procesado de logs,"Roquero Fuentes, Paula",2016,https://repositorio.uam.es/handle/10486/676237,abstracts_uam_TFM\Desarrollo_de_un_sistema_de_al_2016_16446745.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Master of Investigation and Innovation in Information and Communications Technology,Trend Filtering Techniques for Time Series Analysis,"López Arias, Daniel",2016,https://repositorio.uam.es/handle/10486/676098,abstracts_uam_TFM\Trend_Filtering_Techniques_for_2016_19497944.txt,,eng
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias,Trabajo fin de máster en Matemáticas y Aplicaciones,Norm-attaining operators,"Capel Cuevas, Ángela",2015,https://repositorio.uam.es/handle/10486/682502,abstracts_uam_TFM\RND_Norm-attaining_operators_2015_79627402.txt,norm-attaining operators,eng
Universidad Autónoma de Madrid,Máster,Facultad de Psicología,Trabajo fin de Máster en Psicología General Sanitaria,Esquizofrenia: revisión bibliográfica de tratamiento y propuesta de intervención,"Abatángelo, Luz María",2017,https://repositorio.uam.es/handle/10486/680160,abstracts_uam_TFM\Esquizofrenia__revisi_n_biblio_2017_55298243.txt,Esquizofrenia; Tratamiento,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería Informática,TIC-TAC-TEA Aplicación para recolección de datos biométricos y autorregulación emocional de personas con TEA,"Cuadrado Manso, Javier",2017,https://repositorio.uam.es/handle/10486/681182,abstracts_uam_TFM\TIC-TAC-TEA_Aplicaci_n_para_re_2017_88546221.txt,Autismo; App Android; Sistema aumentativo y alternativo de comunicación,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Investigación e Innovación en Tecnologías de la Información  y las Comunicaciones,Transformación de técnicas de usabilidad relacionadas con las actividades de la ingeniería de requisitos para su incorporación en los procesos de desarrollo ágil,"Magües Martínez, Daniel Alfonso",2016,https://repositorio.uam.es/handle/10486/676063,abstracts_uam_TFM\Transformaci_n_de_t_cnicas_de__2016_76532756.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería de Telecomunicación,Development of Advanced Techniques for Efficient Simulation and Fast 3D-printed Prototypes of Horn Antennas,"Polo López, Lucas",2016,https://repositorio.uam.es/handle/10486/675891,abstracts_uam_TFM\Development_of_Advanced_Techni_2016_51920873.txt,,eng
Universidad Autónoma de Madrid,Máster,Facultad de Psicología,Trabajo fin de Máster en Psicología General Sanitaria,"Relación entre perfeccionismo, actividad física y otras variables psicológicas en varones universitarios","Silva Potí, Ester Luisa",2017,https://repositorio.uam.es/handle/10486/680172,abstracts_uam_TFM\Relaci_n_entre_perfeccionismo__2017_91545626.txt,Perfeccionismo; Actividad física; Competición; Dimensiones psicológicas,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo de fin de máster en Bioinformática y Biología Computacional,Desarrollo de una web de análisis de datos NGS para la detección de mosaicismo genético en enfermedades raras y experimentos de edición genómica (CRISPR-CAS9),"Fernández Peñalver, Sergio",2019,https://repositorio.uam.es/handle/10486/687175,abstracts_uam_TFM\Desarrollo_de_una_web_de_an_li_2019_66548169.txt,Secuenciación de nueva generación; CRISPR-CAS9; Mosaicismo genético,spa
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias Económicas y Empresariales,Trabajo de Fin de Máster. Curso: 2017-2018. Máster en Economía y Gestión de la Innovación.,Impacto de la financiación pública en la innovación en España,"Ayelén, Buyatti",2018,https://repositorio.uam.es/handle/10486/688128,abstracts_uam_TFM\Impacto_de_la_financiaci_n_p_b_2018_4788141.txt,Innovación; Financiación pública; España,spa
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias Económicas y Empresariales,Trabajo Fin de Máster. Curso Académico 2017-2018. Máster en Desarrollo Económico y Políticas Públicas (MDEYPP),"Factores explicativos del crecimiento del sector público: El caso de Ecuador, 1983-2016","Matute Pacheco, Juan Bernardo",2018,https://repositorio.uam.es/handle/10486/688130,abstracts_uam_TFM\Factores_explicativos_del_crec_2018_39748288.txt,Sector público; Ilusión fiscal; Ley de Wagner; Crecimiento económico; Instituciones,spa
Universidad Autónoma de Madrid,Máster,Facultad de Psicología,Trabajo fin de Máster en Psicología de la Educación,La influencia de las actividades de argumentación oral en la mejora de la competencia argumentativa y de la adopción de perspectivas: análisis del papel de la demanda,"Casado Ledesma, Lidia",2017,https://repositorio.uam.es/handle/10486/680401,abstracts_uam_TFM\La_influencia_de_las_actividad_2017_21684148.txt,Argumentación oral; Debates; Discusiones; Adopción de perspectivas; Síntesis argumentativas,spa
Universidad Autónoma de Madrid,Máster,Facultad de Psicología,Trabajo fin de Máster en Psicología de la Educación,Asesoramiento en el Plan de Orientación Académica y Profesional de 3º E.S.O.,"Gómez Yagüe, Gabriel",2017,https://repositorio.uam.es/handle/10486/680402,abstracts_uam_TFM\Asesoramiento_en_el_Plan_de_Or_2017_71619738.txt,Orientación vocacional; Orientación académico-profesional; Asesoramiento colaborativo; Toma de decisiones; Auto-orientación,spa
Universidad Autónoma de Madrid,Máster,Facultad de Psicología,Trabajo fin de Máster en Psicología de la Educación,"Influencia de la formación en fisioterapia en el desarrollo de competencias de rotación mental, representación espacial, orientación y movilidad en personas videntes y con ceguera","González Zurita, Sofía",2017,https://repositorio.uam.es/handle/10486/680403,abstracts_uam_TFM\Influencia_de_la_formaci_n_en__2017_1922406.txt,Ceguera; Fisioterapia; Rotación mental; Representación espacial; Orientación y movilidad,spa
Universidad Autónoma de Madrid,Máster,Facultad de Psicología,Trabajo fin de Máster en Psicología General Sanitaria,Propuesta de intervención para la dependencia emocional: superación de la dependencia tras la ruptura de la pareja,"Anguita Corbo, Alba",2017,https://repositorio.uam.es/handle/10486/680162,abstracts_uam_TFM\Propuesta_de_intervenci_n_para_2017_33855662.txt,Dependencia; Emocional; Pareja; Autoestima; Asertividad; Mindfulness; Adicción; Dependency; Emotional; Couple; Self-esteem; Assertiveness; Addiction,spa
Universidad Autónoma de Madrid,Máster,Facultad de Formación de Profesorado y Educación,Trabajo fin de máster en Tecnologías de Información y Comunicación en Educación y Formación,La formación del profesorado y su importancia en la integración de las tecnologías de información y comunicación en la educación infantil y primaria,"Mina Espinoza, Gabriela Noemí",2016,https://repositorio.uam.es/handle/10486/680737,abstracts_uam_TFM\La_formaci_n_del_profesorado_y_2016_29471950.txt,sociedad del conocimiento; alfabetismo digital; formación del profesorado,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Master’s Degree in ICT Research and Innovation Image Processing and Computer Vision Program,Abandoned object detection in long-term video-surveillance,"Luna García, Elena",2017,https://repositorio.uam.es/handle/10486/681146,abstracts_uam_TFM\Abandoned_object_detection_in__2017_2132422.txt,Keywords Video analysis; Abandoned object detection; Stolen object detection,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería de Telecomunicación,Análisis biométrico de escritura para estudio de trastornos neurodegenerativos,"Leal Salido, María",2017,https://repositorio.uam.es/handle/10486/681205,abstracts_uam_TFM\An_lisis_biom_trico_de_escritu_2017_75924535.txt,Trastornos neurodegenerativos,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería de Telecomunicación,Diseño de arrays de antenas reconfigurables alimentados por redes corporativas en guía de onda con tornillos de ajuste,"Villena Medina, Raquel",2017,https://repositorio.uam.es/handle/10486/681206,abstracts_uam_TFM\Dise_o_de_arrays_de_antenas_re_2017_12514767.txt,Red de alimentación corporativa; Guía de onda; Plano H,spa
